loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,disc_year,pl_orbper,pl_rade,pl_masse,pl_eqt,st_spectype,st_teff,sy_dist
34954,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,b,1,1,2018,NA,NA,170,NA,NA,NA,3500
34971,MOA-2011-BLG-291L b,MOA-2011-BLG-291L,b,1,1,2018,NA,NA,16,NA,NA,NA,3500
35194,OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,b,1,1,2015,NA,NA,206.58846455,NA,NA,NA,3500
7075,Kepler-1026 b,Kepler-1026,b,1,1,2016,36.5156053,2.3,NA,431,NA,4915,351.239
36275,TOI-2169 A b,TOI-2169 A,b,2,1,2025,8.2148505,10.4375,NA,1068,NA,6183,351.487
37305,WASP-106 b,WASP-106,b,1,1,2014,9.2897065,NA,NA,NA,NA,NA,352.181
38503,WASP-96 b,WASP-96,b,1,1,2014,3.4252602,13.45,152.55,1285,G8,5540,352.464
10538,Kepler-127 b,Kepler-127,b,1,3,2014,14.4359459,NA,NA,NA,NA,6066.19,352.794
10551,Kepler-127 c,Kepler-127,c,1,3,2014,NA,2.581,NA,NA,NA,6125,352.794
10564,Kepler-127 d,Kepler-127,d,1,3,2014,NA,2.554,NA,NA,NA,6125,352.794
1591,HATS-29 b,HATS-29,b,1,1,2016,4.6058749,14.022459,207.54299,1212,G,5670,353.891
6793,Kepler-1009 b,Kepler-1009,b,1,1,2016,11.35011917,2.17,NA,NA,NA,4027,355.019
37524,WASP-144 b,WASP-144,b,1,1,2018,2.27857495182,14.77319991,NA,1346.07,NA,4879,355.513
5296,K2-356 b,K2-356,b,1,1,2021,21.0267366,2.29,NA,624,NA,5568,355.54
36299,TOI-2236 b,TOI-2236,b,1,1,2022,3.5315902,14.36991326,502.16888306,1688,NA,6248,355.59
35969,TOI-157 b,TOI-157,b,1,1,2020,2.0845392,NA,NA,NA,G9 IV,5404,355.683
35079,NGTS-2 b,NGTS-2,b,1,1,2018,4.511123,NA,NA,NA,F5 V,6478,356.391
15690,Kepler-1671 b,Kepler-1671,b,1,1,2020,4.167892514,1.05,NA,984,NA,5302,357.059
13070,Kepler-1455 b,Kepler-1455,b,1,1,2016,49.2765566,NA,NA,NA,NA,3919,357.621
4760,K2-225 b,K2-225,b,1,1,2018,15.8723,3.60929179,NA,923,NA,5520,357.778
8972,Kepler-1150 b,Kepler-1150,b,2,1,2016,2.787876,1.12,NA,907,NA,4706,358.518
5368,K2-374 b,K2-374,b,1,2,2022,4.521953,1.593,NA,NA,G3,5789,359.439
5370,K2-374 c,K2-374,c,1,2,2022,16.43445,2.213,NA,NA,G3,5789,359.439
13197,Kepler-1465 b,Kepler-1465,b,1,1,2016,31.8277111,1.74,NA,414,NA,4702,359.497
35812,TOI-1266 b,TOI-1266,b,1,3,2020,10.89484209817,2.4691414,NA,390.82,NA,3618,36.0118
35817,TOI-1266 c,TOI-1266,c,1,3,2020,18.80171,NA,NA,NA,M3,3600,36.0118
35823,TOI-1266 d,TOI-1266,d,1,3,2025,32.509,NA,3.68,288,M2,3563,36.0118
3549,HD 7199 b,HD 7199,b,1,1,2011,615,NA,NA,NA,NA,5386,36.1531
2007,HD 113337 b,HD 113337,b,3,2,2013,317.58639,NA,NA,NA,NA,NA,36.18
2010,HD 113337 c,HD 113337,c,3,2,2020,3165,NA,4449.597698,NA,NA,NA,36.18
2376,HD 156279 b,HD 156279,b,1,2,2011,131.05,NA,NA,NA,NA,5453,36.1945
2380,HD 156279 c,HD 156279,c,1,2,2018,4191,NA,NA,NA,NA,NA,36.1945
26977,Kepler-444 b,Kepler-444,b,3,5,2015,3.6001053,0.34827271,NA,NA,NA,NA,36.4396
26985,Kepler-444 c,Kepler-444,c,3,5,2015,4.545878442,0.39,NA,799,NA,5032,36.4396
26995,Kepler-444 d,Kepler-444,d,3,5,2015,6.189392,0.53,NA,NA,K,5046,36.4396
27006,Kepler-444 e,Kepler-444,e,3,5,2015,7.74347614,0.42,NA,669,NA,5032,36.4396
27017,Kepler-444 f,Kepler-444,f,3,5,2015,9.740486,0.56927364,NA,NA,NA,NA,36.4396
36246,TOI-2128 b,TOI-2128,b,1,1,2024,16.3413889021,2.62907902,NA,777.21,NA,5991.11,36.578
36372,TOI-2459 b,TOI-2459,b,1,1,2023,19.104718,2.9531,NA,445.01,NA,4195,36.6113
2920,HD 216770 b,HD 216770,b,1,1,2003,118.45,NA,NA,NA,NA,NA,36.6625
3326,HD 41004 A b,HD 41004 A,b,2,2,2004,963,NA,NA,NA,NA,NA,36.69117
3563,HD 73256 c,HD 73256,c,1,1,2023,2690,NA,5085.254512,NA,G8 IV,NA,36.708
3331,HD 42012 b,HD 42012,b,1,1,2017,857.5,NA,NA,NA,K0,5405,36.7984
3800,HD 95338 b,HD 95338,b,1,1,2020,55.087,3.89,42.44,385,K0.5 V,5212,36.9941
37202,TrES-5 b,TrES-5,b,1,1,2011,1.4822446,13.551681,568.9157,NA,NA,5171,360.313
5215,K2-339 b,K2-339,b,1,1,2021,19.508,2.11,NA,NA,NA,NA,360.36
36892,TOI-615 b,TOI-615,b,1,1,2023,4.6616079,19.1536,NA,1682,NA,7437,360.408
18894,Kepler-1956 b,Kepler-1956,b,1,1,2021,5.94373492,1.14,NA,674,NA,4391,360.468
4918,K2-269 b,K2-269,b,1,1,2018,4.145398,1.1956395,NA,NA,NA,6035,360.76
4483,K2-181 b,K2-181,b,1,1,2018,6.89424037,NA,NA,NA,NA,5573,360.911
18295,Kepler-1898 b,Kepler-1898,b,1,1,2021,4.76559135,0.708,NA,NA,NA,5321,360.921
35158,OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,b,1,1,2013,NA,NA,830,NA,NA,NA,3600
1353,HAT-P-52 b,HAT-P-52,b,1,1,2015,2.7535965,NA,NA,NA,NA,5032.08,361.155
36401,TOI-2570 b,TOI-2570,b,1,1,2022,2.98876544176,14.06998283,NA,1307.24,NA,5639,361.857
32286,Kepler-806 b,Kepler-806,b,1,1,2016,8.09219642,1.14,NA,NA,NA,5770,361.896
37784,WASP-193 b,WASP-193,b,1,1,2023,6.24622520491,13.46147557,NA,1094.47,NA,6132,362.087
1666,HATS-43 b,HATS-43,b,1,1,2018,4.3888479,NA,NA,NA,NA,NA,362.273
7992,Kepler-1087 b,Kepler-1087,b,1,1,2016,0.693842661,0.83,NA,2161,NA,5457,362.623
38311,WASP-71 b,WASP-71,b,1,1,2012,2.90368303,NA,NA,NA,NA,NA,362.715
4680,K2-207 b,K2-207,b,1,1,2018,12.4904,3.59,NA,NA,NA,NA,363.064
892,Gaia-1 b,Gaia-1,b,1,1,2022,3.05226855124,12.65581119,NA,1159.07,NA,5370,363.66
35428,OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,b,1,1,2021,NA,NA,4513.1633794,NA,NA,NA,3630
26338,Kepler-406 b,Kepler-406,b,1,2,2014,2.426300839,1.27,NA,NA,NA,5720,364.03
26351,Kepler-406 c,Kepler-406,c,1,2,2014,NA,0.851,NA,NA,NA,5656,364.03
4306,K2-14 b,K2-14,b,1,1,2015,8.3688168,6.65,NA,NA,NA,3879,364.048
37266,WASP-100 b,WASP-100,b,2,1,2014,2.849383,NA,NA,NA,F2,6900,364.411
38033,WASP-44 b,WASP-44,b,1,1,2011,2.4238107,NA,NA,NA,NA,5410,364.512
36876,TOI-6016 b,TOI-6016,b,1,1,2024,4.023687,13.67495645,371.85923619,1890,F,6110,364.715
1098,HAT-P-23 b,HAT-P-23,b,1,1,2010,1.21288287,15.333912,626.1251,NA,NA,5905,364.813
4178,K2-119 b,K2-119,b,1,1,2017,7.72651124,NA,NA,NA,NA,4525,365.581
26956,Kepler-442 b,Kepler-442,b,1,1,2015,112.3053,1.34,NA,NA,NA,4402,365.965
7105,Kepler-1029 b,Kepler-1029,b,1,1,2016,4.417749,1.45,NA,837,NA,4915,366.656
36498,TOI-3362 b,TOI-3362,b,1,1,2021,18.09547,12.80065596,1598.3590588,NA,NA,6532,366.987
35601,Qatar-5 b,Qatar-5,b,1,1,2017,2.87910228614,12.09205065,NA,1308.7,NA,5583,367.658
5838,KELT-12 b,KELT-12,b,1,1,2017,5.031623,19.95202,301.9385,1800,NA,6279,368.03
35258,OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,b,1,1,2019,NA,NA,140,NA,NA,NA,3680
32117,Kepler-80 b,Kepler-80,b,1,6,2012,7.0535216,NA,0.57,NA,NA,NA,369.451
32135,Kepler-80 c,Kepler-80,c,1,6,2012,9.521650159,2.27,NA,495,NA,4040,369.451
32153,Kepler-80 d,Kepler-80,d,1,6,2014,3.072149196,1.34,NA,722,NA,4040,369.451
32173,Kepler-80 e,Kepler-80,e,1,6,2014,4.645382149,NA,NA,NA,NA,4613,369.451
32192,Kepler-80 f,Kepler-80,f,1,6,2016,0.986787059,1.182,NA,NA,NA,4665,369.451
32206,Kepler-80 g,Kepler-80,g,1,6,2017,14.64558,1.13,NA,418,NA,4540,369.451
27602,Kepler-489 b,Kepler-489,b,1,1,2016,17.276296119,8.34,NA,587,NA,5085,369.645
412,EPIC 206024342 b,EPIC 206024342,b,1,3,2019,4.50756,1.7,NA,NA,NA,NA,369.888
414,EPIC 206024342 c,EPIC 206024342,c,1,3,2021,0.911618,1.16,NA,NA,NA,NA,369.888
417,EPIC 206024342 d,EPIC 206024342,d,1,3,2021,14.637,4,NA,NA,NA,6438,369.888
38256,WASP-64 b,WASP-64,b,2,1,2012,1.573290273,NA,NA,NA,G7,5400,369.926
2236,HD 141399 b,HD 141399,b,1,4,2014,94.375,NA,NA,NA,NA,5594.76,37.0169
2239,HD 141399 c,HD 141399,c,1,4,2014,201.776,NA,NA,NA,NA,5594.76,37.0169
2242,HD 141399 d,HD 141399,d,1,4,2014,1074.8,NA,NA,NA,NA,5594.76,37.0169
2245,HD 141399 e,HD 141399,e,1,4,2014,5000,NA,NA,NA,K0,5600,37.0169
592,GJ 2030 b,GJ 2030,b,1,2,2022,2.38129,NA,NA,NA,NA,NA,37.0788
593,GJ 2030 c,GJ 2030,c,1,2,2022,25533.11353,NA,4069.15709482,NA,NA,NA,37.0788
35997,TOI-1680 b,TOI-1680,b,1,1,2023,4.8026345,1.466,NA,404,M4.5+/-0.5,3225,37.2209
35756,TOI-1224 b,TOI-1224,b,1,2,2024,4.1782745,2.104,NA,541,NA,3326,37.3312
35758,TOI-1224 c,TOI-1224,c,1,2,2024,17.94536449202,3.38391242,NA,303.12,NA,3442,37.3312
3074,HD 25015 b,HD 25015,b,1,1,2019,6134.427,NA,2884.92845034,NA,NA,NA,37.433
35941,TOI-1467 b,TOI-1467,b,1,1,2024,5.97114713,1.92,NA,NA,NA,3834,37.4418
3383,HD 47186 b,HD 47186,b,1,2,2008,4.0845,NA,NA,NA,NA,5657,37.4574
3385,HD 47186 c,HD 47186,c,1,2,2008,1353.6,NA,NA,NA,NA,NA,37.4574
2503,HD 169830 b,HD 169830,b,1,2,2000,225.789,NA,NA,NA,NA,6179.26,37.6048
2507,HD 169830 c,HD 169830,c,1,2,2003,2102,NA,NA,NA,F8 V,6299,37.6048
36001,TOI-1685 b,TOI-1685,b,1,1,2021,0.66913924,1.468,3.03,1062,M2.65 V,3575,37.6153
2118,HD 126525 b,HD 126525,b,1,1,2018,960.41,NA,NA,NA,NA,5638,37.6506
4046,HS Psc b,HS Psc,b,1,1,2024,3.986,NA,NA,NA,K7 V,4203,37.6604
2744,HD 195019 b,HD 195019,b,2,1,1998,18.2,NA,NA,NA,NA,5750,37.6681
3491,HD 63454 b,HD 63454,b,1,1,2005,2.817822,NA,NA,NA,K4 V,4841,37.6894
931,HAT-P-11 b,HAT-P-11,b,1,2,2008,4.8878037,5.29152,NA,810,NA,4757.3,37.7647
953,HAT-P-11 c,HAT-P-11,c,1,2,2018,3397,NA,731.009,NA,NA,NA,37.7647
2064,HD 117618 b,HD 117618,b,1,1,2004,25.827,NA,NA,NA,NA,5995.71,37.7781
2434,HD 16141 b,HD 16141,b,2,1,2000,75.523,NA,NA,NA,NA,5757,37.7861
2021,HD 114729 b,HD 114729,b,2,1,2002,1121.79,NA,NA,NA,NA,5844,37.8063
2119,HD 12661 b,HD 12661,b,1,2,2000,262.36,NA,NA,NA,NA,5661.18,37.8478
2125,HD 12661 c,HD 12661,c,1,2,2002,1708,NA,NA,NA,NA,5655,37.8478
3723,HD 8673 b,HD 8673,b,2,1,2009,1644.69097,NA,4210.59073594,NA,NA,NA,37.8619
35748,TOI-1201 b,TOI-1201,b,2,1,2021,2.4919863,2.415,6.28,703,M2.0 V,3476,37.8871
38480,WASP-93 b,WASP-93,b,1,1,2016,2.73253778,NA,NA,NA,NA,6700,370.284
13081,Kepler-1456 b,Kepler-1456,b,1,1,2016,18.1373829,1.14,NA,433,NA,4257,370.312
11529,Kepler-1339 b,Kepler-1339,b,1,1,2016,1.34155642,0.74,NA,1642,NA,5779,371.049
37753,WASP-187 b,WASP-187,b,1,1,2020,5.147905,18.0411,NA,1760,NA,6064,371.414
1440,HAT-P-67 b,HAT-P-67,b,2,1,2017,4.8101042,NA,NA,NA,NA,6406,371.686
5196,K2-334 b,K2-334,b,1,1,2021,5.1138428,NA,NA,NA,NA,6890,371.823
29882,Kepler-629 b,Kepler-629,b,1,1,2016,7.2385854,1.43,NA,846,NA,5441,372.05
3062,HD 240210 b,HD 240210,b,1,1,2009,501.75,NA,NA,NA,K3 III,4297,372.405
506,EPIC 246851721 b,EPIC 246851721,b,2,1,2018,6.1802679,NA,NA,NA,F5 V,6202,372.632
5061,K2-294 b,K2-294,b,1,1,2019,2.50387,1.66,NA,1425,NA,5612,373.078
36295,TOI-2207 b,TOI-2207,b,1,1,2022,8.001968,11.1529358,203.41018048,1259,NA,6101,373.345
36407,TOI-2587 A b,TOI-2587 A,b,2,1,2023,5.45664,12.07207221,69.28659273,1445,NA,5760,373.675
14765,Kepler-159 b,Kepler-159,b,1,2,2014,10.13962367,NA,NA,NA,NA,4477,373.744
14778,Kepler-159 c,Kepler-159,c,1,2,2014,43.58258676,NA,NA,NA,NA,4477,373.744
17694,Kepler-1846 b,Kepler-1846,b,1,1,2021,14.8200454,0.99,NA,556,NA,4832,374.615
38052,WASP-46 b,WASP-46,b,1,1,2011,1.43036994965,13.18745031,NA,1525.9,NA,5600,375.31
16197,Kepler-1718 b,Kepler-1718,b,1,1,2021,135.1878234,2.375,NA,NA,NA,5738,375.522
37286,WASP-103 b,WASP-103,b,1,1,2014,0.92554542,NA,NA,NA,NA,NA,375.647
4399,K2-164 b,K2-164,b,1,1,2018,17.355681,1.81,NA,NA,NA,5894,375.67
2918,HD 216536 b,HD 216536,b,1,1,2015,148.60001,NA,NA,NA,NA,4639,376.233
37362,WASP-118 b,WASP-118,b,1,1,2016,4.04605063,NA,NA,NA,F6,6410,376.658
6315,KOI-142 b,KOI-142,b,1,3,2013,10.95307834,NA,NA,NA,NA,5368.85,376.863
6325,KOI-142 c,KOI-142,c,1,3,2013,22.267161,NA,NA,NA,NA,NA,376.863
33283,Kepler-88 d,KOI-142,d,1,3,2020,1403,NA,NA,NA,NA,5466,376.863
9269,Kepler-1173 b,Kepler-1173,b,1,1,2016,0.769854899,NA,NA,NA,NA,5084.02,377.06
36753,TOI-5218 b,TOI-5218,b,1,1,2024,4.291452,9.86,657,783,NA,4230,377.483
5685,K2-74 b,K2-74,b,1,1,2016,19.565086,2.94,NA,NA,NA,5804,377.822
8129,Kepler-1096 b,Kepler-1096,b,1,1,2016,2.8922141282,NA,NA,NA,NA,4471.04,377.976
6102,KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,b,1,1,2021,NA,NA,454.49462201,NA,NA,NA,3770
28561,Kepler-547 b,Kepler-547,b,1,1,2016,6.01038404,NA,NA,NA,NA,4692,378.972
36403,TOI-2580 b,TOI-2580,b,1,1,2024,3.39775,17.37392009,200.23189641,2410,F,6120,379.253
21362,Kepler-252 b,Kepler-252,b,1,2,2014,6.66836145,NA,NA,NA,NA,4458,379.424
21373,Kepler-252 c,Kepler-252,c,1,2,2014,10.84844155,NA,NA,NA,NA,4458,379.424
35317,OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,b,1,1,2020,NA,NA,3283,NA,NA,NA,3790
4463,K2-18 b,K2-18,b,1,2,2015,32.93737167947,2.53362939,NA,260.44,NA,3464,38.0266
4473,K2-18 c,K2-18,c,1,2,2017,8.962,NA,NA,363,NA,3457,38.0266
203,BD+63 1405 b,BD+63 1405,b,1,1,2021,1198.48,NA,NA,NA,K0,5000,38.0473
3272,HD 38283 b,HD 38283,b,1,1,2010,363.2,NA,NA,NA,NA,5998,38.0615
36327,TOI-237 b,TOI-237,b,1,1,2020,5.436098,1.44,NA,388,M4.5 V,3212,38.0749
3201,HD 32963 b,HD 32963,b,1,1,2015,2368,NA,657.90480249,NA,G5 IV,5727,38.0786
595,GJ 2126 b,GJ 2126,b,1,1,2025,272.7,NA,NA,NA,M0 V,4159,38.129
1882,HD 106252 b,HD 106252,b,1,1,2002,1535,NA,3178.28407,NA,G0,NA,38.185
3169,HD 31527 b,HD 31527,b,1,3,2019,16.5535,NA,NA,NA,G2 V,5898,38.4473
3170,HD 31527 c,HD 31527,c,1,3,2019,51.2053,NA,NA,NA,G2 V,5898,38.4473
3171,HD 31527 d,HD 31527,d,1,3,2019,271.6737,NA,NA,NA,G2 V,5898,38.4473
2629,HD 18599 b,HD 18599,b,2,1,2022,4.1374354,2.6,24.1,NA,K2 V,5145,38.5653
36911,TOI-6478 b,TOI-6478,b,2,1,2025,1462.2115148,4.5351,NA,37,NA,3275,38.6057
3754,HD 89744 b,HD 89744,b,2,1,1999,256.78,NA,NA,NA,NA,6291,38.6364
3606,HD 7449 b,HD 7449,b,2,1,2011,1255.5,NA,NA,NA,NA,6024,38.662
1926,HD 108202 b,HD 108202,b,1,1,2023,2990,NA,953.485221,NA,K4/5 V,NA,38.6846
38669,bet UMi b,bet UMi,b,1,1,2014,522.3,NA,NA,NA,K4 III,4126,38.77472
1924,HD 108147 b,HD 108147,b,1,1,2002,10.8985,NA,NA,NA,NA,6255.73,38.92
1825,HD 10180 c,HD 10180,c,1,6,2010,5.75969,NA,NA,NA,NA,5911,38.9607
1827,HD 10180 d,HD 10180,d,1,6,2010,16.3579,NA,NA,NA,G1 V,5911,38.9607
1829,HD 10180 e,HD 10180,e,1,6,2010,49.745,NA,NA,NA,G1 V,5911,38.9607
1831,HD 10180 f,HD 10180,f,1,6,2010,122.76,NA,NA,NA,G1 V,5911,38.9607
1833,HD 10180 g,HD 10180,g,1,6,2010,601.2,NA,NA,NA,G1 V,5911,38.9607
1835,HD 10180 h,HD 10180,h,1,6,2010,2205,NA,NA,NA,NA,5911,38.9607
2033,HD 11505 b,HD 11505,b,1,1,2022,32669.22247,NA,2510.52658689,NA,NA,NA,38.9679
35640,TCP J05074264+2447555 b,TCP J05074264+2447555,b,1,1,2018,NA,NA,9.2,NA,NA,NA,380
6177,KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,b,1,1,2023,NA,NA,279.68899816,NA,NA,NA,3800
37394,WASP-120 b,WASP-120,b,1,1,2016,3.6112620581,13.61374033,NA,1665.52,NA,6450,381.174
13972,Kepler-1524 b,Kepler-1524,b,1,1,2016,70.9672087,2.84,NA,438,NA,5818,381.773
4722,K2-217 b,K2-217,b,1,1,2018,14.0721,3.36,NA,NA,NA,NA,381.878
27126,Kepler-45 b,Kepler-45,b,1,1,2011,2.45523883412,12.99286305,NA,756.75,NA,3792,381.949
27548,Kepler-484 b,Kepler-484,b,1,1,2016,10.045569313,2.273,NA,NA,NA,5652,382.136
34207,Kepler-951 b,Kepler-951,b,2,1,2016,71.52543938,5.76,NA,340,NA,4855,382.509
35083,NGTS-20 b,NGTS-20,b,1,1,2022,54.18915,11.99360935,947.12865286,688,G1 IV,5980,382.898
13980,Kepler-1525 b,Kepler-1525,b,1,1,2016,2.416601183,0.91,NA,NA,NA,5748,382.989
37904,WASP-31 b,WASP-31,b,1,1,2010,3.4058875,NA,NA,NA,NA,6302,383.829
36673,TOI-4582 b,TOI-4582,b,1,1,2023,31.034,10.53644186,168.44905571,NA,NA,5190,383.846
23821,Kepler-321 b,Kepler-321,b,1,2,2014,4.915378,1.41,NA,1021,NA,5692,384.542
23833,Kepler-321 c,Kepler-321,c,1,2,2014,13.0939051,2.24,NA,805,NA,5881,384.542
24874,Kepler-353 b,Kepler-353,b,2,2,2014,5.8,1.18,NA,NA,NA,NA,384.694
24888,Kepler-353 c,Kepler-353,c,2,2,2014,8.41100287,1.89,NA,NA,NA,3985,384.694
16445,Kepler-174 b,Kepler-174,b,1,3,2014,13.98177228,1.88,NA,507,NA,4590,384.757
16457,Kepler-174 c,Kepler-174,c,1,3,2014,44.0004287,1.46,NA,346,NA,4590,384.757
16470,Kepler-174 d,Kepler-174,d,1,3,2014,NA,2.572,NA,NA,NA,4693,384.757
12874,Kepler-144 b,Kepler-144,b,1,2,2014,5.88527653,NA,NA,NA,NA,6042.38,384.917
12887,Kepler-144 c,Kepler-144,c,1,2,2014,10.104648,1.26,NA,959,NA,6377,384.917
23605,Kepler-316 b,Kepler-316,b,1,2,2014,2.240486391,1.3,NA,NA,NA,4268,384.938
23616,Kepler-316 c,Kepler-316,c,1,2,2014,6.8277839,1.32,NA,562,NA,4132,384.938
20156,Kepler-221 b,Kepler-221,b,1,4,2014,2.795894073,1.49,NA,1082,NA,5280,385.231
20170,Kepler-221 c,Kepler-221,c,1,4,2014,5.690584519,2.75,NA,854,NA,5280,385.231
20184,Kepler-221 d,Kepler-221,d,1,4,2014,10.04157214,2.97,NA,712,NA,5244,385.231
20197,Kepler-221 e,Kepler-221,e,1,4,2014,NA,3.415,NA,NA,NA,5260,385.231
16657,Kepler-1759 b,Kepler-1759,b,1,1,2021,3.72020177,1.03,NA,954,NA,5017,385.348
1803,HATS-76 b,HATS-76,b,1,1,2021,1.94163656751,11.75690439,NA,857.33,NA,3837,385.689
27967,Kepler-510 b,Kepler-510,b,1,1,2016,19.55659418,2.53,NA,794,NA,5622,386.177
37947,WASP-36 b,WASP-36,b,2,1,2011,1.53736541,NA,NA,NA,NA,5959,386.346
14116,Kepler-1536 b,Kepler-1536,b,1,1,2016,NA,2.985,NA,NA,NA,4377,387.248
35854,TOI-1295 b,TOI-1295,b,1,1,2024,3.1968838,15.69257298,451.31633794,2360,F,6280,388.227
30293,Kepler-658 b,Kepler-658,b,1,1,2016,1.287076762,1.42,NA,860,NA,3733,388.384
9590,Kepler-120 b,Kepler-120,b,1,2,2014,6.312508525,2,NA,575,NA,4090,388.63
9603,Kepler-120 c,Kepler-120,c,1,2,2014,12.79455062,1.64,NA,455,NA,4096,388.63
11826,Kepler-1361 b,Kepler-1361,b,1,1,2016,3.57554956,1,NA,1061,NA,5213,389.143
7499,Kepler-1055 b,Kepler-1055,b,1,1,2016,2.295036233,1.09,NA,1290,NA,5750,389.397
34721,Kepler-991 b,Kepler-991,b,1,1,2016,82.53460678,NA,NA,NA,NA,4402,389.561
1703,HATS-51 b,HATS-51,b,1,1,2017,3.34890381843,13.01103804,NA,1330.33,NA,5711,389.57
4709,K2-213 b,K2-213,b,1,1,2018,8.13087,1.51398464,NA,NA,NA,5794,389.702
36474,TOI-3023 b,TOI-3023,b,1,1,2023,3.9014904,16.2567,NA,1511,NA,5512,389.916
3039,HD 23472 b,HD 23472,b,1,5,2019,17.667,1.872,17.92,NA,NA,NA,39.0341
3042,HD 23472 c,HD 23472,c,1,5,2019,29.79749,1.87,3.41,467,K4 V,4684,39.0341
3045,HD 23472 d,HD 23472,d,1,5,2022,3.9766833,0.757588,NA,855,NA,4813,39.0341
3047,HD 23472 e,HD 23472,e,1,5,2022,7.9076222,0.969819,NA,720,NA,4813,39.0341
3049,HD 23472 f,HD 23472,f,1,5,2022,12.1621839,1.137,0.77,630,K4 V,4684,39.0341
2782,HD 203030 b,HD 203030,b,1,1,2006,NA,NA,7656.097,1206,G8 V,NA,39.2503
2099,HD 125271 b,HD 125271,b,1,1,2022,14901.99295,NA,3465.60094993,NA,NA,NA,39.3466
2453,HD 164604 b,HD 164604,b,1,1,2009,641.472,NA,NA,NA,K3.5 V,4684,39.3633
3120,HD 28185 b,HD 28185,b,1,2,2001,385.54,NA,NA,NA,NA,5622,39.3809
3126,HD 28185 c,HD 28185,c,1,2,2022,17417.92079,NA,6241.83208507,NA,NA,NA,39.3809
1839,HD 102117 b,HD 102117,b,1,1,2005,20.67,NA,NA,NA,G6 V,5672,39.5792
2481,HD 168443 b,HD 168443,b,1,2,1998,58.11187,NA,NA,NA,NA,NA,39.6245
2487,HD 168443 c,HD 168443,c,1,2,2000,1749.67,NA,NA,NA,NA,5530.02,39.6245
35764,TOI-1235 b,TOI-1235,b,1,1,2020,3.444717,1.694,5.9,775,M0.5 V,3997,39.6345
2500,HD 16905 b,HD 16905,b,1,1,2022,6707.49126,NA,2881.11450946,NA,NA,NA,39.7401
3920,HIP 54597 b,HIP 54597,b,1,1,2023,3274,NA,762.7881768,NA,K5 V,NA,39.7429
38692,gam1 Leo b,gam1 Leo,b,2,1,2009,428.5,NA,NA,NA,NA,4330,39.8883
2497,HD 168863 b,HD 168863,b,1,1,2022,14773.93272,NA,2154.87659946,NA,NA,NA,39.8979
37211,UCAC4 328-061594 b,UCAC4 328-061594,b,1,1,2024,NA,NA,6674.396547,NA,DC,NA,39.9089
2757,HD 196067 b,HD 196067,b,2,1,2012,3609,NA,3972.8550875,NA,G5 III,NA,39.9346
34431,Kepler-969 b,Kepler-969,b,1,2,2016,34.17314028,NA,NA,NA,NA,5216.22,390.354
34442,Kepler-969 c,Kepler-969,c,1,2,2016,1.682934604,1.16,NA,1424,NA,5346,390.354
28485,Kepler-540 b,Kepler-540,b,1,1,2016,172.7012555,NA,NA,NA,NA,5811.26,390.374
36834,TOI-5616 b,TOI-5616,b,1,1,2024,2.002849,10.78,624,939,NA,3996,390.415
36739,TOI-5153 b,TOI-5153,b,1,1,2022,20.33003,11.88151954,1036.12060682,906,F8 V,6300,390.484
16311,Kepler-1726 b,Kepler-1726,b,1,1,2021,18.39629744,2.47,NA,582,NA,5316,390.552
1244,HAT-P-37 b,HAT-P-37,b,1,1,2011,2.797436,13.204,371.528,1271,NA,5500,390.594
35180,OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,b,1,1,2017,NA,NA,92,NA,NA,NA,3900
12241,Kepler-139 b,Kepler-139,b,1,5,2014,15.77111067,NA,NA,NA,NA,5550,391.038
12255,Kepler-139 c,Kepler-139,c,1,5,2014,157.0654802,2.81,NA,357,NA,5616,391.038
12269,Kepler-139 d,Kepler-139,d,1,5,2023,7.305699922,1.695,NA,NA,NA,5630,391.038
12279,Kepler-139 e,Kepler-139,e,1,5,2023,1904,NA,378,NA,NA,5630,391.038
12281,Kepler-139 f,Kepler-139,f,1,5,2025,355,NA,36,NA,NA,5630,391.038
15699,Kepler-1672 b,Kepler-1672,b,1,1,2020,150.8783198,NA,NA,NA,NA,6131.95,391.181
5010,K2-280 b,K2-280,b,1,1,2018,19.895202,7.67,NA,744,NA,5742,391.537
27877,Kepler-507 b,Kepler-507,b,1,1,2016,NA,1.313,NA,NA,NA,6030,391.644
35265,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,b,1,1,2017,NA,NA,1.43,NA,NA,NA,3910
5060,K2-293 b,K2-293,b,1,1,2019,13.1225,2.45,NA,750,NA,5532,392.251
36729,TOI-5110 b,TOI-5110,b,1,1,2024,30.158577,11.98240037,921.7023803,976,NA,6160,392.259
19263,Kepler-1990 b,Kepler-1990,b,1,2,2023,1.73513611,NA,NA,NA,NA,5940,392.739
