loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,disc_year,pl_orbper,pl_rade,pl_masse,pl_eqt,st_spectype,st_teff,sy_dist
37255,WASP-10 b,WASP-10,b,1,1,2008,3.0927636,14.34752,940.7768,NA,NA,4675,140.998
23134,Kepler-302 b,Kepler-302,b,1,2,2014,30.18376,2.8,NA,577,NA,5952,1402.58
23146,Kepler-302 c,Kepler-302,c,1,2,2014,127.2824031,9.32,NA,352,NA,5938,1402.58
6888,Kepler-1016 b,Kepler-1016,b,1,2,2016,1.9545438566,NA,NA,NA,NA,5643.68,1402.82
6898,Kepler-1016 c,Kepler-1016,c,1,2,2016,105.65485002,NA,NA,NA,NA,5643.68,1402.82
17570,Kepler-1835 b,Kepler-1835,b,1,1,2021,11.96407399,NA,NA,NA,NA,5672,1404.38
10925,Kepler-1299 b,Kepler-1299,b,1,1,2016,19.9397679265,NA,NA,NA,NA,5427,1404.94
9279,Kepler-1174 b,Kepler-1174,b,1,1,2016,6.89225223,1.59,NA,NA,NA,5936,1408.75
17327,Kepler-1812 b,Kepler-1812,b,1,1,2021,7.165187,2.8,NA,981,NA,6093,1409.19
2182,HD 135344 A b,HD 135344 A,b,2,1,2025,NA,16.25302201,3178.28407,1585,A0 V,9540,141.595
5697,K2-77 b,K2-77,b,1,1,2016,8.2000844,2.4996027,NA,806,NA,5160,141.731
36937,TOI-677 b,TOI-677,b,1,1,2020,11.2365977,13.0203,NA,690,NA,6446,141.812
1127,HAT-P-26 b,HAT-P-26,b,1,1,2010,4.23452,7.06167,22.2481,NA,NA,5079,141.837
38442,WASP-85 A b,WASP-85 A,b,2,1,2016,2.65662719,NA,NA,NA,NA,5634.18,141.887
14715,Kepler-1584 b,Kepler-1584,b,1,1,2016,13.3997099,1.6,NA,889,NA,6418,1416.31
30766,Kepler-696 b,Kepler-696,b,1,1,2016,4.190425659,NA,NA,NA,NA,5726.07,1416.44
26854,Kepler-435 b,Kepler-435,b,1,1,2015,8.600153301,9.45,NA,NA,NA,6306,1418.77
14799,Kepler-1591 b,Kepler-1591,b,1,1,2016,8.18504859,NA,NA,NA,NA,6020,1419.58
2227,HD 14067 b,HD 14067,b,1,1,2014,1455,NA,NA,NA,G9 III,4815,142.024
37017,TOI-837 b,TOI-837,b,1,1,2020,8.3249102,9.71,116,1022,NA,6000,142.488
958,HAT-P-12 b,HAT-P-12,b,1,1,2009,3.21,10.76064,66.7443,960,NA,4652.87,142.751
36926,TOI-669 b,TOI-669,b,1,1,2023,3.9451359,2.51666,NA,1146,NA,5581.9,142.867
29240,Kepler-590 b,Kepler-590,b,1,1,2016,NA,5.627,NA,NA,NA,6052,1421.81
17421,Kepler-1820 b,Kepler-1820,b,1,1,2021,31.032699,2.7,NA,561,NA,5841,1425.39
12434,Kepler-1401 b,Kepler-1401,b,1,1,2016,11.20066445,1.37,NA,808,NA,6038,1425.43
32014,Kepler-792 b,Kepler-792,b,1,1,2016,11.30123036,NA,NA,NA,NA,5753.71,1425.47
16367,Kepler-1730 b,Kepler-1730,b,1,1,2021,13.81019506,NA,NA,NA,NA,5598,1427.08
4357,K2-153 b,K2-153,b,1,1,2018,7.51574,2,NA,497,NA,3845,143.125
35626,ROXs 42 B b,ROXs 42 B,b,2,1,2013,NA,NA,NA,NA,NA,3433,143.59
1366,HAT-P-54 b,HAT-P-54,b,1,1,2015,3.79985297,NA,NA,NA,NA,4390,143.651
16414,Kepler-1736 b,Kepler-1736,b,1,1,2021,37.81029892,3.8765856,NA,NA,NA,6085,1430
12014,Kepler-1375 b,Kepler-1375,b,1,1,2016,3.3004192,1.74,NA,NA,NA,6704,1430.84
24934,Kepler-355 b,Kepler-355,b,1,2,2014,11.0317307,1.5,NA,878,NA,6184,1432.17
24945,Kepler-355 c,Kepler-355,c,1,2,2014,25.7624524,2.67,NA,NA,NA,5823,1432.17
25758,Kepler-385 b,Kepler-385,b,1,3,2014,10.04372368,NA,NA,NA,NA,5829,1432.61
25770,Kepler-385 c,Kepler-385,c,1,3,2014,NA,3.154,NA,NA,NA,5837,1432.61
25782,Kepler-385 d,Kepler-385,d,1,3,2020,56.41468367,NA,NA,NA,NA,5829,1432.61
16795,Kepler-177 b,Kepler-177,b,1,2,2013,36.8601,3.5,5.84,NA,NA,5732,1435.44
16808,Kepler-177 c,Kepler-177,c,1,2,2013,49.412,7.3,13.5,NA,NA,NA,1435.44
10905,Kepler-1297 b,Kepler-1297,b,1,1,2016,1.681911925,NA,NA,NA,NA,5817,1439.47
37213,USco CTIO 108 b,USco CTIO 108,b,1,1,2008,NA,NA,4449.62,NA,M7,2700,144.019
30538,Kepler-68 b,Kepler-68,b,2,4,2013,5.3987525913,NA,NA,NA,NA,5875.23,144.166
30557,Kepler-68 c,Kepler-68,c,2,4,2013,9.60503867,0.92,NA,946,NA,5793,144.166
30574,Kepler-68 d,Kepler-68,d,2,4,2013,632.261207,NA,NA,NA,NA,NA,144.166
30579,Kepler-68 e,Kepler-68,e,2,4,2023,3455,NA,NA,NA,NA,5847,144.166
5353,K2-370 b,K2-370,b,1,1,2022,2.1408063,2.59639,NA,1267,NA,5372,144.202
2323,HD 150010 b,HD 150010,b,1,1,2022,562,NA,NA,NA,K2 III,4153,144.49
13903,Kepler-1519 b,Kepler-1519,b,1,1,2016,240.7990472,NA,NA,NA,NA,5631,1441.63
31265,Kepler-740 b,Kepler-740,b,1,1,2016,3.5840953659,NA,NA,NA,NA,5415.15,1442.02
18159,Kepler-1884 b,Kepler-1884,b,1,1,2021,8.98826122,1.39,NA,864,NA,5984,1443.09
25037,Kepler-359 b,Kepler-359,b,1,3,2014,25.5638626,4,NA,671,NA,6228,1443.21
25048,Kepler-359 c,Kepler-359,c,1,3,2014,57.6896212,5.14,NA,512,NA,6228,1443.21
25060,Kepler-359 d,Kepler-359,d,1,3,2014,77.085964,30.34,NA,460,NA,6210,1443.21
29608,Kepler-612 b,Kepler-612,b,1,1,2016,3.72218,2.48,NA,1050,NA,5624,1445.53
30905,Kepler-710 b,Kepler-710,b,1,1,2016,4.347288783,NA,NA,NA,NA,5674.41,1448.34
5399,K2-381 b,K2-381,b,1,3,2022,7.9389334,1.075,NA,NA,NA,4473,145.701
5402,K2-381 c,K2-381,c,1,3,2022,16.034656,2,NA,NA,NA,4473,145.701
5407,K2-381 d,K2-381,d,1,3,2022,26.8054,1.48,NA,NA,NA,NA,145.701
3972,HIP 79098 AB b,HIP 79098 AB,b,2,1,2019,NA,NA,6515.515,2450,NA,NA,145.798
14598,Kepler-1573 b,Kepler-1573,b,1,1,2016,2.61576515,NA,NA,NA,NA,5737,1455.36
7169,Kepler-1033 b,Kepler-1033,b,1,1,2016,NA,2.366,NA,NA,NA,5890,1455.5
9210,Kepler-117 b,Kepler-117,b,1,2,2014,18.79590048,6.04,NA,808,NA,6466,1455.57
9225,Kepler-117 c,Kepler-117,c,1,2,2014,50.79035891,NA,NA,NA,NA,6100.39,1455.57
32358,Kepler-810 b,Kepler-810,b,1,1,2016,NA,1.681,NA,NA,NA,6009,1458.59
1786,HATS-70 b,HATS-70,b,1,1,2019,1.8882378,15.513256,4100.007,2730,NA,7930,1458.83
3854,HD 99706 b,HD 99706,b,1,2,2011,868,NA,NA,NA,NA,4891,146.6
3857,HD 99706 c,HD 99706,c,1,2,2018,1278,NA,NA,NA,NA,NA,146.6
35887,TOI-1386 b,TOI-1386,b,1,2,2024,25.8401,6.2163865,45.8,615.03,NA,5735,146.858
35890,TOI-1386 c,TOI-1386,c,1,2,2024,227.6,NA,NA,327.4,G5V,5793,146.858
9009,Kepler-1154 b,Kepler-1154,b,1,2,2016,5.185444,1.52,NA,1101,NA,6158,1460.1
9018,Kepler-1154 c,Kepler-1154,c,1,2,2016,8.45805119,2.52,NA,1117,NA,6172,1460.1
5953,KIC 10525077 b,KIC 10525077,b,1,1,2015,854.083,5.5,NA,NA,NA,6091,1461.15
14348,Kepler-1551 b,Kepler-1551,b,1,1,2016,24.4973698,2.56,NA,714,NA,6362,1463.72
4848,K2-251 b,K2-251,b,1,1,2018,9.30075,2.35,NA,437,NA,3717,147.03
2806,HD 206610 b,HD 206610,b,1,1,2009,673.2,NA,NA,NA,NA,4842,147.192
35881,TOI-1347 b,TOI-1347,b,1,2,2024,0.84742431,1.81434694,12.2,1698.5,NA,5493,147.476
35884,TOI-1347 c,TOI-1347,c,1,2,2024,4.84204381617,1.61774045,NA,938.91,NA,5300,147.476
26421,Kepler-410 A b,Kepler-410 A,b,2,1,2013,17.83368211,2.47,NA,859,NA,6325,147.527
3974,HIP 81208 C b,HIP 81208 C,b,3,1,2023,104100,NA,4703.8604236,2050,M,NA,147.533
5132,K2-318 b,K2-318,b,1,1,2020,7.01,1.66,NA,456,NA,3851,147.866
17577,Kepler-1836 b,Kepler-1836,b,1,1,2021,5.25408,1.82,NA,1000,NA,5874,1472.62
7693,Kepler-1068 b,Kepler-1068,b,1,1,2016,16.92344113,3.513,NA,NA,NA,5684,1473.61
13811,Kepler-1511 b,Kepler-1511,b,1,1,2016,23.2382792,2.28,NA,903,NA,6602,1475.6
1765,HATS-66 b,HATS-66,b,1,1,2018,3.1414391,15.815899,1694.0339,1998,NA,6626,1477.98
13302,Kepler-1472 b,Kepler-1472,b,1,1,2016,38.1309917068,NA,NA,NA,NA,6083,1479.14
2693,HD 190984 b,HD 190984,b,1,1,2009,9970,NA,1137.82569706,NA,F8 V,5988,148.187
36761,TOI-530 b,TOI-530,b,1,1,2021,6.387573911,8.61211634,NA,495.61,NA,3688,148.762
35913,TOI-1431 b,TOI-1431,b,1,1,2021,2.650232,15.9327,NA,1720,NA,7400,148.925
2156,HD 13167 b,HD 13167,b,1,1,2018,2613,NA,NA,NA,NA,5671,148.934
36367,TOI-2447 b,TOI-2447,b,1,1,2024,NA,10.2185,NA,719,NA,5825,148.987
31919,Kepler-789 b,Kepler-789,b,1,1,2016,8.63848757,NA,NA,NA,NA,5994,1480.16
32378,Kepler-812 b,Kepler-812,b,1,1,2016,10.11716531,3.55,NA,NA,NA,6761,1482.74
16398,Kepler-1734 b,Kepler-1734,b,1,1,2021,6.796859,2.31,NA,976,NA,6050,1482.83
9054,Kepler-1158 b,Kepler-1158,b,1,1,2016,13.53963003,NA,NA,NA,NA,6116.64,1484.25
32427,Kepler-817 b,Kepler-817,b,1,1,2016,3.990106229,8.02,NA,1125,NA,5926,1484.46
7298,Kepler-1041 b,Kepler-1041,b,1,1,2016,24.75767324,NA,NA,NA,NA,5919,1485.82
10716,Kepler-1280 b,Kepler-1280,b,1,1,2016,66.5579057,1.87,NA,NA,NA,6227,1486.7
38334,WASP-74 b,WASP-74,b,1,1,2015,2.13775,15.24424,228.8376,NA,NA,5990,149.216
36080,TOI-1775 b,TOI-1775,b,1,1,2024,10.2405549,8.04728896,96,707.89,NA,5284,149.234
4828,K2-241 b,K2-241,b,1,1,2018,26.8199,2.55,NA,507,NA,5262,149.464
35743,TOI-1194 b,TOI-1194,b,1,1,2023,2.3106446,8.71664516,120,1264.29,NA,5394,149.667
38468,WASP-91 b,WASP-91,b,1,1,2017,2.79857894,NA,NA,NA,K3,4920,149.942
35133,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,b,1,2,2008,NA,NA,230,82,NA,NA,1490
35134,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,c,1,2,2008,NA,NA,86,59,NA,NA,1490
30640,Kepler-686 b,Kepler-686,b,1,1,2016,1.59474469,12.1,NA,1569,NA,5973,1490.94
30815,Kepler-700 b,Kepler-700,b,1,1,2016,80.8723469,7.59,NA,452,NA,5510,1491.76
30581,Kepler-680 b,Kepler-680,b,1,1,2016,3.689926291,1.96,NA,1147,NA,5880,1492.48
10860,Kepler-1292 b,Kepler-1292,b,1,1,2016,3.27645723,1.71,NA,1195,NA,5812,1493.43
12441,Kepler-1402 b,Kepler-1402,b,1,1,2016,NA,1.626,NA,NA,NA,5275,1493.64
25442,Kepler-372 b,Kepler-372,b,1,3,2014,6.84976206,1.43,NA,1132,NA,6517,1493.95
25451,Kepler-372 c,Kepler-372,c,1,3,2014,20.0544995,NA,NA,NA,NA,6103,1493.95
25462,Kepler-372 d,Kepler-372,d,1,3,2014,30.092568,1.69,NA,NA,NA,6509,1493.95
10669,Kepler-1279 b,Kepler-1279,b,1,1,2016,23.4774101,2.454,NA,NA,NA,6174,1494.22
18088,Kepler-1878 b,Kepler-1878,b,1,1,2021,4.44588291,1.96,NA,1062,NA,5918,1494.3
18776,Kepler-1941 b,Kepler-1941,b,1,1,2021,31.33510017,2.64976949,NA,NA,NA,6404,1494.39
16588,Kepler-1750 b,Kepler-1750,b,1,1,2021,205.9172,4.8,NA,290,NA,5803,1497.33
12625,Kepler-1419 b,Kepler-1419,b,1,1,2016,42.52152413,NA,NA,NA,NA,5672,1498.58
33085,Kepler-863 b,Kepler-863,b,1,1,2016,15.59461874,2.9,NA,NA,NA,5678,1499.66
582,GJ 163 b,GJ 163,b,1,3,2013,8.63182,NA,NA,NA,NA,NA,15.1285
583,GJ 163 c,GJ 163,c,1,3,2013,25.63058,NA,NA,NA,NA,NA,15.1285
584,GJ 163 d,GJ 163,d,1,3,2013,603.95116,NA,NA,NA,NA,NA,15.1285
614,GJ 317 b,GJ 317,b,1,2,2007,695.69,NA,NA,NA,M3.5 V,3496,15.1968
619,GJ 317 c,GJ 317,c,1,2,2018,7500,NA,NA,NA,NA,3492.73,15.1968
601,GJ 238 b,GJ 238,b,1,1,2024,1.7446999,0.566,NA,758,M2.5 V,3485,15.2142
3060,HD 238090 b,HD 238090,b,1,1,2020,13.671,NA,NA,469.6,M0.0 V,3933,15.2354
2232,HD 140901 b,HD 140901,b,1,2,2022,9.02378,NA,NA,NA,NA,NA,15.2528
2233,HD 140901 c,HD 140901,c,1,2,2022,7417.50547,NA,1997.23370959,NA,NA,NA,15.2528
70,51 Peg b,51 Peg,b,1,1,1995,4.231,NA,146.2018,NA,NA,NA,15.4614
37109,TYC 2187-512-1 b,TYC 2187-512-1,b,1,1,2022,691.9,NA,NA,NA,M1.0 V,3734,15.4744
798,GJ 720 A b,GJ 720 A,b,2,1,2021,19.466,NA,NA,401,M0.5 V,3837,15.5575
2416,HD 160691 b,HD 160691,b,1,4,2000,645,NA,1366.6621501,NA,G3 IV-V,5773,15.5981
2422,HD 160691 c,HD 160691,c,1,4,2004,4205.8,NA,NA,NA,NA,NA,15.5981
2426,HD 160691 d,HD 160691,d,1,4,2004,9.6369,NA,NA,NA,NA,5771.56,15.5981
2430,HD 160691 e,HD 160691,e,1,4,2006,310.55,NA,NA,NA,NA,NA,15.5981
38746,tau Boo b,tau Boo,b,2,1,1996,3.3124568,NA,NA,NA,NA,6466.27,15.6521
34872,LHS 3154 b,LHS 3154,b,1,1,2023,3.71778,NA,NA,NA,M6.5,2861,15.7606
673,GJ 3929 b,GJ 3929,b,1,2,2022,2.61627687236,1.09728674,NA,533.23,NA,3352,15.8095
676,GJ 3929 c,GJ 3929,c,1,2,2022,15.04,NA,NA,317,NA,3384,15.8095
858,GJ 9773 b,GJ 9773,b,1,1,2025,2965,NA,NA,NA,M3.0 V,3528,15.9211
501,EPIC 228836835 b,EPIC 228836835,b,1,1,2021,0.72813,1.27,NA,932,NA,3506,150.124
4371,K2-156 b,K2-156,b,1,1,2018,0.813143,1.1,NA,NA,NA,4460,150.21
3940,HIP 65891 b,HIP 65891,b,1,1,2015,1084.5,NA,NA,NA,K0 III,5000,150.292
3968,HIP 77900 b,HIP 77900,b,1,1,2024,NA,NA,6674.396547,2507,NA,NA,150.862
31476,Kepler-758 b,Kepler-758,b,1,4,2016,12.10982274,NA,NA,NA,NA,6442,1502.32
31486,Kepler-758 c,Kepler-758,c,1,4,2016,4.75793986,1.69,NA,NA,NA,6228,1502.32
31496,Kepler-758 d,Kepler-758,d,1,4,2016,20.4966197,2.01,NA,863,NA,6692,1502.32
31506,Kepler-758 e,Kepler-758,e,1,4,2016,8.1934719,1.47,NA,1171,NA,6692,1502.32
19348,Kepler-1997 b,Kepler-1997,b,1,1,2023,26.7575859,2.51,NA,654,NA,6197,1502.34
15977,Kepler-1696 b,Kepler-1696,b,1,1,2020,65.941326,2.35,NA,454,NA,5982,1506.36
33001,Kepler-855 b,Kepler-855,b,1,1,2016,7.886632468,8.99,NA,996,NA,5847,1506.58
15056,Kepler-1613 b,Kepler-1613,b,1,1,2016,1.5184181,1.85,NA,1926,NA,6302,1508.33
30384,Kepler-666 b,Kepler-666,b,1,1,2016,4.49876092,2.21,NA,1133,NA,6075,1508.71
38511,WASP-97 b,WASP-97,b,1,1,2014,2.07275975,NA,NA,NA,NA,NA,151.068
7479,Kepler-1053 b,Kepler-1053,b,1,1,2016,2.41434868,0.97,NA,953,NA,4507,151.129
885,GQ Lup b,GQ Lup,b,1,1,2004,NA,51.5614,9852.73,2400,NA,4360,151.169
38590,XO-2 S b,XO-2 S,b,2,3,2014,18.157,NA,NA,NA,NA,5399,151.398
38592,XO-2 S c,XO-2 S,c,2,3,2014,120.8,NA,NA,NA,NA,5399,151.398
14758,Kepler-1589 b,Kepler-1589,b,1,1,2016,0.991665274,0.92,NA,1919,NA,6108,1513.14
13709,Kepler-1502 b,Kepler-1502,b,1,1,2016,NA,3.368,NA,NA,NA,6451,1514.02
18492,Kepler-1915 b,Kepler-1915,b,1,1,2021,13.8354142,3.15,NA,809,NA,6031,1514.66
35490,OGLE-TR-211 b,OGLE-TR-211,b,1,1,2007,3.67724,15.244,327.351,NA,NA,6325,1515.26
11816,Kepler-1360 b,Kepler-1360,b,1,1,2016,40.5286413,2.2,NA,597,NA,6269,1516.27
33483,Kepler-897 b,Kepler-897,b,1,1,2016,NA,3.891,NA,NA,NA,5837,1519.25
12959,Kepler-1446 b,Kepler-1446,b,1,1,2016,0.689967832,0.82,NA,NA,NA,4865,152.075
25595,Kepler-378 b,Kepler-378,b,1,2,2014,16.09227521,NA,NA,NA,NA,4707.13,152.094
25606,Kepler-378 c,Kepler-378,c,1,2,2014,28.9060526,NA,NA,NA,NA,4707.13,152.094
4248,K2-131 b,K2-131,b,1,1,2017,0.369311,1.5,NA,NA,NA,5200,152.509
37054,TOI-942 b,TOI-942,b,1,2,2020,4.32421,3.89,NA,NA,NA,NA,152.601
37058,TOI-942 c,TOI-942,c,1,2,2020,10.156272,4.67,NA,NA,NA,NA,152.601
35956,TOI-1478 b,TOI-1478,b,1,1,2021,10.180249,11.88154,270.47333,918,NA,5597,152.892
27676,Kepler-490 b,Kepler-490,b,1,1,2016,3.268695154,12.13,NA,1422,NA,6418,1523
15289,Kepler-1638 b,Kepler-1638,b,1,1,2016,259.34304,6.04,NA,449,NA,5490,1525.52
18950,Kepler-1960 b,Kepler-1960,b,1,1,2021,2.29792825,0.97,NA,1524,NA,6363,1527.56
5668,K2-71 b,K2-71,b,1,1,2016,6.9862794,3.32,NA,NA,NA,3891,153.192
37792,WASP-2 b,WASP-2,b,2,1,2007,2.15226,12.52,290.484,1300,NA,5200,153.242
2100,HD 125390 b,HD 125390,b,1,1,2019,1758,NA,10806.165838,NA,G7 III,4882,153.647
26433,Kepler-411 b,Kepler-411,b,2,4,2013,3.005156911,NA,NA,NA,NA,4837,153.676
26447,Kepler-411 c,Kepler-411,c,2,4,2016,7.834427877,3.27,NA,NA,NA,4906,153.676
26460,Kepler-411 d,Kepler-411,d,2,4,2018,58.02065498,NA,NA,NA,NA,4837,153.676
26469,Kepler-411 e,Kepler-411,e,2,4,2018,31.509728,NA,10.8,503,K2 V,NA,153.676
4301,K2-139 b,K2-139,b,1,1,2017,28.38246,9.62,NA,NA,NA,NA,153.856
12469,Kepler-1405 b,Kepler-1405,b,1,1,2016,NA,3.342,NA,NA,NA,5862,1530.3
12742,Kepler-1428 b,Kepler-1428,b,1,1,2016,10.676185,NA,NA,NA,NA,6276.7,1530.32
29452,Kepler-603 b,Kepler-603,b,1,3,2016,21.0561113778,NA,NA,NA,NA,5825,1539.63
29463,Kepler-603 c,Kepler-603,c,1,3,2016,127.9075774,6.5,NA,NA,NA,5808,1539.63
29474,Kepler-603 d,Kepler-603,d,1,3,2016,6.2171292,1.22,NA,976,NA,5960,1539.63
190,BD+20 2457 b,BD+20 2457,b,1,2,2009,379.63,NA,NA,NA,NA,4259,1539.71
192,BD+20 2457 c,BD+20 2457,c,1,2,2009,621.99,NA,NA,NA,K2 II,4137,1539.71
38575,XO-2 N b,XO-2 N,b,2,3,2007,2.615859462,NA,NA,NA,NA,5340,154.273
36506,TOI-3486 b,TOI-3486,b,1,1,2025,2.21778105,10.5700688,99.16246298,1190,NA,4930,154.715
4490,K2-182 b,K2-182,b,1,1,2018,4.736834,2.9,NA,NA,NA,NA,154.83
5028,K2-285 b,K2-285,b,1,4,2018,3.471745,2.59,9.68,1088.9,K2 V,4975,154.961
5030,K2-285 c,K2-285,c,1,4,2018,7.1385672,3.60516,NA,787,NA,5144.5,154.961
5032,K2-285 d,K2-285,d,1,4,2018,10.45582,2.48,6.5,619.9,K2 V,4975,154.961
5033,K2-285 e,K2-285,e,1,4,2018,14.76289,1.95,10.7,500.9,K2 V,4975,154.961
18353,Kepler-1900 b,Kepler-1900,b,1,1,2021,2.98616791,1.19,NA,1356,NA,6173,1540.43
16745,Kepler-1764 b,Kepler-1764,b,1,1,2021,70.4654,3.6,NA,506,NA,6450,1542.48
9382,Kepler-1182 b,Kepler-1182,b,1,1,2016,NA,2.357,NA,NA,NA,5924,1545.39
17397,Kepler-182 b,Kepler-182,b,1,2,2014,9.82573396,NA,NA,NA,NA,5883.25,1549.09
17409,Kepler-182 c,Kepler-182,c,1,2,2014,20.68422311,3.69,NA,742,NA,6215,1549.09
2012,HD 11343 c,HIP 8541,c,2,2,2022,228.53731,NA,NA,NA,NA,NA,155.121
3981,HIP 8541 b,HIP 8541,b,2,2,2016,1852.14387,NA,2451.7283316,NA,NA,NA,155.121
35910,TOI-1422 b,TOI-1422,b,1,1,2022,13.0017890096,3.84804999,NA,786.68,NA,5914,155.141
2209,HD 137496 b,HD 137496,b,1,2,2021,1.62116,1.31,4.04,2130,G,5799,155.317
2210,HD 137496 c,HD 137496,c,1,2,2021,479.9,NA,NA,370,G,5799,155.317
36104,TOI-1794 b,TOI-1794,b,1,1,2024,8.765528,3.29701268,8.7,992.91,NA,5631,155.791
28410,Kepler-538 b,Kepler-538,b,2,1,2016,81.737872,2.16,NA,385,NA,5559,155.956
35398,OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,b,1,1,2022,NA,NA,63.5656814,NA,NA,NA,1550
10897,Kepler-1296 b,Kepler-1296,b,1,1,2016,NA,2.544,NA,NA,NA,5404,1551.54
16144,Kepler-1712 b,Kepler-1712,b,1,1,2021,13.81505213,1.99,NA,385,NA,3741,156.264
3932,HIP 63242 b,HIP 63242,b,1,1,2013,124.6,NA,NA,NA,G8,4830,156.456
36855,TOI-5795 b,TOI-5795,b,1,1,2025,6.1406325,5.62,23.66,1136.78,G3 V,5715,156.53
5212,K2-338 b,K2-338,b,1,1,2021,3.85064,1.073,NA,NA,NA,NA,156.951
13329,Kepler-1475 b,Kepler-1475,b,1,1,2016,82.177374,2.2,NA,441,NA,6247,1568.38
36076,TOI-1768.01,TOI-1768,b,1,1,2024,7.3377236,3.2807,NA,1566,NA,5994,157.597
5134,K2-32 b,K2-32,b,2,4,2016,8.991828,4.96,NA,NA,NA,NA,157.682
5144,K2-32 c,K2-32,c,2,4,2016,20.65614,3.48,8.1,NA,NA,5315,157.682
5153,K2-32 d,K2-32,d,2,4,2016,31.715868,3.13,NA,NA,NA,4686,157.682
5162,K2-32 e,K2-32,e,2,4,2019,4.34882,1.01,NA,NA,NA,NA,157.682
37354,WASP-117 b,WASP-117,b,1,1,2014,10.02165,11.444389,87.752863,NA,NA,6040,157.963
238,CI Tau c,CI Tau,c,1,1,2024,25.2,NA,NA,NA,NA,NA,157.998
34021,Kepler-937 b,Kepler-937,b,1,2,2016,NA,4.077,NA,NA,NA,6127,1571.46
34031,Kepler-937 c,Kepler-937,c,1,2,2016,153.343364,2.4,NA,377,NA,6126,1571.46
9154,Kepler-1165 b,Kepler-1165,b,1,2,2016,9.47850818,NA,NA,NA,NA,6019,1575.2
9163,Kepler-1165 c,Kepler-1165,c,1,2,2021,29.9686205,NA,NA,NA,NA,6019,1575.2
11024,Kepler-1305 b,Kepler-1305,b,1,1,2016,13.5630972,1.75,NA,733,NA,5853,1575.23
34922,LkCa 15 b,LkCa 15,b,1,2,2015,NA,NA,NA,NA,NA,4194,158.152
34923,LkCa 15 c,LkCa 15,c,1,2,2015,NA,NA,NA,NA,NA,4194,158.152
5035,K2-287 b,K2-287,b,1,1,2018,14.893291,9.494023,100.11645,804,NA,5695,158.335
37044,TOI-905 b,TOI-905,b,1,1,2020,3.7395671,NA,NA,NA,NA,5570,158.649
38526,WASP-99 b,WASP-99,b,1,1,2014,5.75251,12.3299,889.924,NA,NA,6150,158.66
915,HAT-P-1 b,HAT-P-1,b,2,1,2006,4.46529976,14.784671,166.86075,1322,NA,5980,158.979
16650,Kepler-1758 b,Kepler-1758,b,1,1,2021,9.97716876,2.53,NA,1028,NA,5557,1588.41
17756,Kepler-1851 b,Kepler-1851,b,1,1,2021,12.02298773,18.49,NA,776,NA,5982,1589.81
4050,IRAS 04125+2902 b,IRAS 04125+2902,b,2,1,2024,8.83492609575,9.05959039,NA,647.03,NA,3303,159.244
393,EPIC 201238110 b,EPIC 201238110,b,1,1,2019,28.1656,1.87,NA,NA,NA,NA,159.259
37428,WASP-127 b,WASP-127,b,2,1,2016,4.178062,15.35633,57.2094,1400,NA,5620,159.507
5577,K2-55 b,K2-55,b,1,1,2016,2.8492816,NA,NA,NA,NA,4456,159.522
35044,MWC 758 c,MWC 758,c,1,1,2023,NA,NA,NA,500,A8Ve,NA,159.537
37122,TrES-1 b,TrES-1,b,2,1,2004,3.0300700800000002,NA,NA,NA,NA,5230,159.658
19608,Kepler-205 b,Kepler-205,b,1,2,2014,2.75563813,NA,NA,NA,NA,4281.6,159.72
19622,Kepler-205 c,Kepler-205,c,1,2,2014,20.30652862,1.58,NA,389,NA,4121,159.72
354,CoRoT-7 b,CoRoT-7,b,1,3,2009,0.85359163,1.68135,4.07660518,NA,NA,5275,159.906
362,CoRoT-7 c,CoRoT-7,c,1,3,2009,3.697,NA,13.289,NA,G9 V,5250,159.906
365,CoRoT-7 d,CoRoT-7,d,1,3,2022,8.966,NA,17.142,NA,G9 V,5250,159.906
27835,Kepler-502 b,Kepler-502,b,1,1,2016,4.286866229,4.14,NA,1217,NA,6228,1591.04
33148,Kepler-868 b,Kepler-868,b,1,1,2016,5.03257009,NA,NA,NA,NA,5652,1593.13
10842,Kepler-1290 b,Kepler-1290,b,1,1,2016,NA,1.688,NA,NA,NA,6000,1593.7
5969,KIC 9663113 b,KIC 9663113,b,1,2,2015,572.383277,8.042,NA,NA,NA,6218,1594.74
27215,Kepler-458 c,KIC 9663113,c,1,2,2016,20.74028645,4.24,NA,798,NA,6226,1594.74
9356,Kepler-1180 b,Kepler-1180,b,1,1,2016,16.8601286,1.67,NA,765,NA,6205,1596.8
2678,HD 190360 b,HD 190360,b,2,2,2003,2915.03687,NA,NA,NA,NA,5552,16.0069
2686,HD 190360 c,HD 190360,c,2,2,2005,17.11704,NA,NA,NA,NA,5537.68,16.0069
519,G 264-012 b,G 264-012,b,1,2,2021,2.30538,NA,NA,587,M4.0 V,3326,16.009
520,G 264-012 c,G 264-012,c,1,2,2021,8.0518,NA,NA,387,M4.0 V,3326,16.009
776,GJ 676 A b,GJ 676 A,b,2,4,2010,1056.80005,NA,NA,NA,NA,3734,16.0272
781,GJ 676 A c,GJ 676 A,c,2,4,2016,13921.42302,NA,4288.14086724,NA,NA,NA,16.0272
